news_outlet,tweet_date,tweet_text,username,compound,positive,negative,neutral,date
@nytimes,Sun Dec 17 20:30:09 +0000 2017,"Opinion: ""An emerging religious worldview — “Fox evangelicalism” — is preached from the pulpits of conservative med… https://t.co/Csnahh7cNk",nytimes,0.0,0.0,0.0,1.0,2017-12-17 20:30:09
@CNN,Sun Dec 17 20:30:03 +0000 2017,Power outage cripples Atlanta's Hartsfield-Jackson airport https://t.co/Mu2V4Ef0VC https://t.co/11IS2CxwPw,CNN,0.0,0.0,0.0,1.0,2017-12-17 20:30:03
@BBCNews,Sun Dec 17 20:29:22 +0000 2017,Yawning cat photo wins Branscombe boy national award https://t.co/GZ5Nhtww4W,BBCNews,0.802,0.507,0.0,0.493,2017-12-17 20:29:22
@BBCNews,Sun Dec 17 20:29:22 +0000 2017,Yawning cat photo wins Branscombe boy national award https://t.co/GZ5Nhtww4W,BBCNews,0.802,0.507,0.0,0.493,2017-12-17 20:29:22
@CBSNews,Sun Dec 17 20:25:01 +0000 2017,"Two suicide bombers struck a church in Pakistan on Sunday, killing nine people and wounding more than 50 others, au… https://t.co/imtKVditYb",CBSNews,-0.8979,0.0,0.391,0.609,2017-12-17 20:25:01
@nytimes,Sun Dec 17 20:22:06 +0000 2017,"A power outage at the Atlanta airport, the world's busiest, stranded passengers and left them in the dark https://t.co/LHqCLLCVKQ",nytimes,0.0,0.0,0.0,1.0,2017-12-17 20:22:06
@CNN,Sun Dec 17 20:15:08 +0000 2017,Environmental Protection Agency cuts could risk a public health emergency https://t.co/jXfk42LrP8 https://t.co/wLPi6wEudY,CNN,-0.7096,0.0,0.463,0.537,2017-12-17 20:15:08
@nytimes,Sun Dec 17 20:15:07 +0000 2017,Here are some great stories you may have missed in the rush of the week https://t.co/hVGr3too4s,nytimes,0.4404,0.202,0.108,0.69,2017-12-17 20:15:07
@CBSNews,Sun Dec 17 20:09:14 +0000 2017,"@CBSNews ""Many concourses in the airport have lost power. The airport does have some backup generators that allow f… https://t.co/R6HKsLOg2r",CBSNews,-0.1027,0.086,0.104,0.811,2017-12-17 20:09:14
@BBCNews,Sun Dec 17 20:08:40 +0000 2017,Birmingham crash: First victim named as Imtiaz Mohammed https://t.co/lzT2HKsOTJ,BBCNews,-0.5859,0.0,0.407,0.593,2017-12-17 20:08:40
@BBCNews,Sun Dec 17 20:08:40 +0000 2017,Birmingham crash: First victim named as Imtiaz Mohammed https://t.co/lzT2HKsOTJ,BBCNews,-0.5859,0.0,0.407,0.593,2017-12-17 20:08:40
@nytimes,Sun Dec 17 20:07:03 +0000 2017,President Putin called President Trump to thank him for the work of the CIA in helping prevent an Islamic State att… https://t.co/de1svwADJb,nytimes,0.5859,0.234,0.0,0.766,2017-12-17 20:07:03
@CBSNews,Sun Dec 17 20:05:01 +0000 2017,Sen. John McCain returns to Arizona on Sunday after spending several days in a Maryland hospital. He will miss the… https://t.co/RgZUewCYaU,CBSNews,-0.1531,0.0,0.078,0.922,2017-12-17 20:05:01
@CNN,Sun Dec 17 20:00:25 +0000 2017,Hundreds have come down with a stomach illness during a Royal Caribbean cruise https://t.co/2QrExbXepY https://t.co/oX168QMPhz,CNN,-0.4019,0.0,0.184,0.816,2017-12-17 20:00:25
@nytimes,Sun Dec 17 20:00:10 +0000 2017,"""The Last Jedi"" made the jump to box office hyperspace with the second-biggest opening of all time https://t.co/vNPzfJBDVg",nytimes,0.0,0.0,0.0,1.0,2017-12-17 20:00:10
@CBSNews,Sun Dec 17 19:49:06 +0000 2017,DEVELOPING: Power outage is impacting several areas at @ATLAirport. The FAA has set a ground stop for flights into… https://t.co/rc2s7icjdg,CBSNews,-0.296,0.0,0.109,0.891,2017-12-17 19:49:06
@CNN,Sun Dec 17 19:45:07 +0000 2017,This is how Australia's prime minister went swimming 50 years ago and vanished forever https://t.co/1jTVZN7pxR https://t.co/fJ0XzIv9fp,CNN,0.0,0.0,0.0,1.0,2017-12-17 19:45:07
@nytimes,Sun Dec 17 19:45:04 +0000 2017,Europe has many regions with movements that are pushing for more autonomy https://t.co/10LsTQe2Yo,nytimes,0.0,0.0,0.0,1.0,2017-12-17 19:45:04
@CBSNews,Sun Dec 17 19:40:01 +0000 2017,22-year-old woman found dead in Virginia was mauled to death by her dogs https://t.co/UIuMWoQVBO https://t.co/V2PYkF7BuL,CBSNews,-0.8481,0.0,0.387,0.613,2017-12-17 19:40:01
@BBCNews,Sun Dec 17 19:39:43 +0000 2017,He will never be forgotten. Bradley Lowery has been named the winner of the Helen Rollason Award at #SPOTY https://t.co/0IGEHh6wcB,BBCNews,0.7324,0.323,0.101,0.576,2017-12-17 19:39:43
@BBCNews,Sun Dec 17 19:39:43 +0000 2017,He will never be forgotten. Bradley Lowery has been named the winner of the Helen Rollason Award at #SPOTY https://t.co/0IGEHh6wcB,BBCNews,0.7324,0.323,0.101,0.576,2017-12-17 19:39:43
@CNN,Sun Dec 17 19:30:21 +0000 2017,Lawyers representing the Trump presidential transition have accused special counsel Robert Mueller of 'unlawfully'… https://t.co/3LLmBKgfgT,CNN,0.128,0.151,0.123,0.726,2017-12-17 19:30:21
@nytimes,Sun Dec 17 19:30:15 +0000 2017,"Families fear a dengue vaccine has turned their children into time bombs, in whom the virus could set off a life-th… https://t.co/LDPYQq6lqf",nytimes,-0.4939,0.0,0.144,0.856,2017-12-17 19:30:15
@CBSNews,Sun Dec 17 19:21:39 +0000 2017,"The GOP claims the new tax bill will mean a $2,059 tax cut for a family of four earning the median family income of… https://t.co/BPrkWKOJDT",CBSNews,-0.2732,0.0,0.087,0.913,2017-12-17 19:21:39
@CNN,Sun Dec 17 19:15:08 +0000 2017,"Ohio Gov. John Kasich, a Republican, says the GOP is ""losing the future"" by ""turning off millennials""… https://t.co/7WFkeq2pS1",CNN,-0.3818,0.0,0.14,0.86,2017-12-17 19:15:08
@nytimes,Sun Dec 17 19:15:05 +0000 2017,"“Republicans who voted Democratic, now they’ve discovered they can do it, and the world didn’t come to an end” https://t.co/9rQwUhysGN",nytimes,0.0,0.0,0.0,1.0,2017-12-17 19:15:05
@CBSNews,Sun Dec 17 19:00:31 +0000 2017,Two young girls started an adorable airport dance-off with an employee who spotted them from the tarmac below. https://t.co/l7JPa4lH41,CBSNews,0.4939,0.151,0.0,0.849,2017-12-17 19:00:31
@CNN,Sun Dec 17 19:00:19 +0000 2017,The Pentagon has researched the possible existence of UFOs in a once completely classified project that began becau… https://t.co/ZXFJpotwiH,CNN,0.0,0.0,0.0,1.0,2017-12-17 19:00:19
@nytimes,Sun Dec 17 19:00:14 +0000 2017,The planned closing sent shock waves through the theater’s community of devotees https://t.co/IVJXMhpTTF,nytimes,-0.2732,0.099,0.172,0.728,2017-12-17 19:00:14
@CNN,Sun Dec 17 18:45:04 +0000 2017,"Southern Californnia resident says her neighborhood looks like ""a war zone"" because of the Thomas Fire, the third-l… https://t.co/EIpQQfBL10",CNN,-0.5859,0.101,0.254,0.645,2017-12-17 18:45:04
@nytimes,Sun Dec 17 18:45:02 +0000 2017,"Decimated by addiction, its heritage at risk, the Cherokee Nation is trying
to sue pharmacies and distributors https://t.co/IyEwxsMIkK",nytimes,-0.2732,0.0,0.11,0.89,2017-12-17 18:45:02
@CBSNews,Sun Dec 17 18:44:27 +0000 2017,.@johndickerson: In all the swirl of news this week it might have gone unnoticed that with the naming of Tina Smith… https://t.co/tA31cGhdvk,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 18:44:27
@nytimes,Sun Dec 17 18:30:16 +0000 2017,"Health officials tried to downplay reports that the CDC has been barred from using words like ""fetus"" or ""transgend… https://t.co/uouA11jisf",nytimes,0.3612,0.116,0.0,0.884,2017-12-17 18:30:16
@CNN,Sun Dec 17 18:30:05 +0000 2017,"Don't blink — or you'll miss another market milestone. The Dow could top 25,000 any day now. https://t.co/IirtH9usNz https://t.co/wW2YlZTLOz",CNN,0.0516,0.093,0.082,0.825,2017-12-17 18:30:05
@CBSNews,Sun Dec 17 18:20:01 +0000 2017,"Sen. Bernie Sanders tells CBS News' @FaceTheNation that the tax plan is ""grossly unfair"" to middle class families… https://t.co/0NHv4zqZ5H",CBSNews,-0.6124,0.0,0.227,0.773,2017-12-17 18:20:01
@CNN,Sun Dec 17 18:15:13 +0000 2017,A landslide in Chile has left 5 dead and 15 missing https://t.co/kuiebZHCJa https://t.co/MGvDcegxkM,CNN,-0.7579,0.0,0.419,0.581,2017-12-17 18:15:13
@nytimes,Sun Dec 17 18:15:08 +0000 2017,"All told, 13 million fewer Americans are projected to have health coverage https://t.co/5G7boaf76K",nytimes,0.0,0.0,0.0,1.0,2017-12-17 18:15:08
@nytimes,Sun Dec 17 18:11:03 +0000 2017,"RT @peterbakernyt: Trump and Putin spoke by phone again, the second time in the last few days. White House says it will provide a readout s…",nytimes,0.0,0.0,0.0,1.0,2017-12-17 18:11:03
@BBCNews,Sun Dec 17 18:00:47 +0000 2017,"RT @BBCSport: Just 45 minutes until we go live from Liverpool for #SPOTY 2017.

A night to look back and celebrate all the great sport that…",BBCNews,0.8316,0.253,0.0,0.747,2017-12-17 18:00:47
@BBCNews,Sun Dec 17 18:00:47 +0000 2017,"RT @BBCSport: Just 45 minutes until we go live from Liverpool for #SPOTY 2017.

A night to look back and celebrate all the great sport that…",BBCNews,0.8316,0.253,0.0,0.747,2017-12-17 18:00:47
@CNN,Sun Dec 17 18:00:22 +0000 2017,"""Star Wars: The Last Jedi"" had a monster box office opening https://t.co/cMVRZpYUa0 https://t.co/WmlhY3x0WA",CNN,-0.5574,0.0,0.247,0.753,2017-12-17 18:00:22
@nytimes,Sun Dec 17 18:00:15 +0000 2017,"Opinion: In the face of hate crimes and anti-LGBTQ laws, travelers are often the most vulnerable https://t.co/pdvj6Jn7Th",nytimes,-0.7089,0.0,0.282,0.718,2017-12-17 18:00:15
@CBSNews,Sun Dec 17 18:00:02 +0000 2017,Kremlin says President Vladimir Putin reportedly thanked President Trump for a CIA tip that helped thwart a series… https://t.co/SPFvLHA9J0,CBSNews,0.4404,0.153,0.0,0.847,2017-12-17 18:00:02
@nytimes,Sun Dec 17 17:45:05 +0000 2017,"President Trump's lawyer accused the special counsel of improperly obtaining transition emails, a charge Robert Mue… https://t.co/RsOU65qrgX",nytimes,0.128,0.143,0.116,0.741,2017-12-17 17:45:05
@CNN,Sun Dec 17 17:45:04 +0000 2017,"Here's what's in the tax bill for homeowners:
? Downsized mortgage interest deduction
? Less reason to itemize
? Li… https://t.co/M66IVaJMkP",CNN,0.4588,0.15,0.0,0.85,2017-12-17 17:45:04
@BBCNews,Sun Dec 17 17:40:21 +0000 2017,"RT @BBCSport: We're LIVE NOW with @TomDaley1994 and @YasminEvans from the red carpet at #SPOTY!

?

BBC Sport online:  https://t.co/J5Un4fN…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 17:40:21
@BBCNews,Sun Dec 17 17:40:21 +0000 2017,"RT @BBCSport: We're LIVE NOW with @TomDaley1994 and @YasminEvans from the red carpet at #SPOTY!

?

BBC Sport online:  https://t.co/J5Un4fN…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 17:40:21
@CBSNews,Sun Dec 17 17:34:28 +0000 2017,"Sen. John McCain is ""doing well"" and is ""looking forward to heading back home to Arizona for the holidays,"" his son… https://t.co/THO8eLo7oJ",CBSNews,0.2732,0.091,0.0,0.909,2017-12-17 17:34:28
@BBCNews,Sun Dec 17 17:30:34 +0000 2017,BBC Sports Personality of the Year 2017 has kicked off - follow our live page here https://t.co/HoDItOGxPl… https://t.co/9Wg5oAGsJQ,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 17:30:34
@BBCNews,Sun Dec 17 17:30:34 +0000 2017,BBC Sports Personality of the Year 2017 has kicked off - follow our live page here https://t.co/HoDItOGxPl… https://t.co/9Wg5oAGsJQ,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 17:30:34
@CNN,Sun Dec 17 17:30:31 +0000 2017,"Their missions vary greatly: To provide loving homes for orphaned children, feed those in crisis or mend war's psyc… https://t.co/W1XsbAJDGW",CNN,0.0164,0.159,0.156,0.685,2017-12-17 17:30:31
@nytimes,Sun Dec 17 17:30:06 +0000 2017,"“If we treat the dead like garbage, then the living are just walking garbage"" https://t.co/02ZcZGJPWY",nytimes,-0.0258,0.242,0.2,0.558,2017-12-17 17:30:06
@CNN,Sun Dec 17 17:22:18 +0000 2017,"""Do I need a British accent?"" former President Barack Obama jokes before Prince Harry interviews him for a radio sh… https://t.co/rzrdHHlhmw",CNN,0.25,0.105,0.0,0.895,2017-12-17 17:22:18
@nytimes,Sun Dec 17 17:20:41 +0000 2017,RT @nytimesworld: Chile’s presidential election is the first in a series that will alter the political trajectory of Latin America. Voters…,nytimes,0.0,0.0,0.0,1.0,2017-12-17 17:20:41
@CBSNews,Sun Dec 17 17:20:01 +0000 2017,Sen. Bernie Sanders joined @FaceTheNation to discuss the GOP tax bill and the special election in Alabama… https://t.co/kqI5WzIAwg,CBSNews,0.4019,0.137,0.0,0.863,2017-12-17 17:20:01
@nytimes,Sun Dec 17 17:11:43 +0000 2017,"For women, the burden of caring for children can be so great that many opt to be sterilized. https://t.co/sih8vOdYKk https://t.co/VOkLi9AyNW",nytimes,0.7609,0.298,0.102,0.6,2017-12-17 17:11:43
@nytimes,Sun Dec 17 17:10:05 +0000 2017,"When this baby died, severe malnutrition was listed as the cause of death — rare in Venezuela. “In some public hosp… https://t.co/8Xcc8jnuwX",nytimes,-0.8779,0.0,0.359,0.641,2017-12-17 17:10:05
@nytimes,Sun Dec 17 17:08:04 +0000 2017,"Oriana Caraballo couldn’t bear the pain of watching her kids go hungry. She was about to hang herself, but then she… https://t.co/H5Fsxn0YOG",nytimes,-0.2846,0.0,0.093,0.907,2017-12-17 17:08:04
@nytimes,Sun Dec 17 17:06:29 +0000 2017,"Esteban’s mother couldn’t breast-feed him, so a neighbor did it. The baby was rushed to a hospital weighing 4 pound… https://t.co/YkDLVfVqNd",nytimes,0.0,0.0,0.0,1.0,2017-12-17 17:06:29
@nytimes,Sun Dec 17 17:04:49 +0000 2017,"“Your mamá is here with you, my daughter — and I love you,” Albiannys Castillo told her baby girl. The 5-month-old… https://t.co/o48WDtbtOF",nytimes,0.6369,0.181,0.0,0.819,2017-12-17 17:04:49
@CBSNews,Sun Dec 17 17:04:41 +0000 2017,White House @PressSec Sarah Huckabee Sanders confirms on Twitter that President Trump spoke with Russian President… https://t.co/lT0GxQHWoz,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 17:04:41
@nytimes,Sun Dec 17 17:03:21 +0000 2017,"Kenyerber Aquino Merchán was born healthy: 6 pounds 7 ounces. At 17 months old, he starved to death.… https://t.co/OOiwWFAOTh",nytimes,-0.2263,0.127,0.169,0.704,2017-12-17 17:03:21
@nytimes,Sun Dec 17 17:02:12 +0000 2017,"In the last 3 years, Venezuela’s economy has collapsed. Now, hunger grips the nation. https://t.co/sih8vOdYKk https://t.co/Zi3hijwNm0",nytimes,-0.4767,0.0,0.24,0.76,2017-12-17 17:02:12
@CNN,Sun Dec 17 17:00:47 +0000 2017,"Alabama Senator-elect Doug Jones says it's time to move on from the special election, even though Roy Moore won't c… https://t.co/f8FhRyXZeo",CNN,0.4019,0.119,0.0,0.881,2017-12-17 17:00:47
@nytimes,Sun Dec 17 17:00:04 +0000 2017,"“Sometimes they die in your arms just from dehydration.” Children in Venezuela are dying of malnutrition, but the g… https://t.co/aZXotKRtrN",nytimes,-0.3506,0.0,0.114,0.886,2017-12-17 17:00:04
@CBSNews,Sun Dec 17 17:00:02 +0000 2017,"Michael McDonald is back with ""Wide Open"" and at 65, the singer-songwriter is still soft-rock royalty with this lat… https://t.co/suaW8JKxSD",CBSNews,0.0,0.0,0.0,1.0,2017-12-17 17:00:02
@BBCNews,Sun Dec 17 16:52:04 +0000 2017,UK diplomat found murdered in Lebanon https://t.co/UPQe7LBOU1,BBCNews,-0.6597,0.0,0.423,0.577,2017-12-17 16:52:04
@BBCNews,Sun Dec 17 16:52:04 +0000 2017,UK diplomat found murdered in Lebanon https://t.co/UPQe7LBOU1,BBCNews,-0.6597,0.0,0.423,0.577,2017-12-17 16:52:04
@nytimes,Sun Dec 17 16:52:03 +0000 2017,"RT @nytimesarts: Oxford Dictionaries chose ""youthquake"" as the international Word of the Year. What would your choice be and why? https://t…",nytimes,0.0,0.0,0.0,1.0,2017-12-17 16:52:03
@nytimes,Sun Dec 17 16:45:13 +0000 2017,The altitude is called the “death zone” for good reason. Climbing Everest is a formidable feat. The only thing more… https://t.co/IBmjk4b81l,nytimes,0.4404,0.132,0.0,0.868,2017-12-17 16:45:13
@CNN,Sun Dec 17 16:45:10 +0000 2017,UK Prime Minister Theresa May 'will not be derailed' on Brexit https://t.co/7JL1uYtLps https://t.co/wnxnGUW2Kt,CNN,0.2584,0.145,0.0,0.855,2017-12-17 16:45:10
@CBSNews,Sun Dec 17 16:40:01 +0000 2017,"Treasury Sec. Mnuchin says lobbyists ""absolutely"" defeated in tax process: ""The reason why there are so many people… https://t.co/NAUfeJOfQY",CBSNews,-0.3182,0.082,0.142,0.776,2017-12-17 16:40:01
@CBSNews,Sun Dec 17 16:31:00 +0000 2017,"RT @FaceTheNation: ""I'm happy to say that he's doing well."" -Sen. John McCain's son-in-law @BDomenech reports on the senator's condition. ""…",CBSNews,0.5719,0.156,0.0,0.844,2017-12-17 16:31:00
@CNN,Sun Dec 17 16:30:45 +0000 2017,Treasury Secretary Steven Mnuchin says he has no reason to think President Trump will fire special counsel Robert M… https://t.co/IiekN4b6P7,CNN,-0.0258,0.179,0.183,0.637,2017-12-17 16:30:45
@nytimes,Sun Dec 17 16:30:14 +0000 2017,"Since Hurricane Maria steamrollered Puerto Rico, the day-to-day job of digging out has fallen largely to island res… https://t.co/dOsP1VzSlj",nytimes,-0.3612,0.0,0.122,0.878,2017-12-17 16:30:14
@BBCNews,Sun Dec 17 16:27:37 +0000 2017,"RT @BBCSport: How do I vote? ?
When is the ceremony? ?
Who are the #SPOTY nominees? ?

Everything you need to know about BBC Sports Persona…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 16:27:37
@BBCNews,Sun Dec 17 16:27:37 +0000 2017,"RT @BBCSport: How do I vote? ?
When is the ceremony? ?
Who are the #SPOTY nominees? ?

Everything you need to know about BBC Sports Persona…",BBCNews,0.0,0.0,0.0,1.0,2017-12-17 16:27:37
@CBSNews,Sun Dec 17 16:20:01 +0000 2017,Treasury Sec. Steven Mnuchin joined @FaceTheNation to discuss the GOP tax bill https://t.co/QNS04vSKip https://t.co/QcglQMaIhT,CBSNews,0.2023,0.122,0.0,0.878,2017-12-17 16:20:01
@CNN,Sun Dec 17 16:18:20 +0000 2017,"Children's health should be more important than tax cuts, writes Dean Obeidallah for @CNNOpinion… https://t.co/PzfT1VwAWI",CNN,-0.0276,0.121,0.127,0.752,2017-12-17 16:18:20
@nytimes,Sun Dec 17 16:15:06 +0000 2017,An Australian man was charged with trying to help North Korea sell its missile and other military technology abroad https://t.co/XPRYg37Bwx,nytimes,0.2263,0.12,0.08,0.8,2017-12-17 16:15:06
@CBSNews,Sun Dec 17 16:01:01 +0000 2017,"Democrat Doug Jones made headlines last Tuesday winning the election for U.S. Senate in Alabama. 
This morning, the… https://t.co/EXQ8QTCtbj",CBSNews,0.5267,0.159,0.0,0.841,2017-12-17 16:01:01
@CNN,Sun Dec 17 16:00:16 +0000 2017,"Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple allegatio… https://t.co/HtlsGzjfnW",CNN,-0.34,0.0,0.118,0.882,2017-12-17 16:00:16
@nytimes,Sun Dec 17 16:00:03 +0000 2017,The ACLU is asking a judge to stop the government from preventing 2 undocumented teenagers from seeking abortions https://t.co/ORwKJBNJU8,nytimes,-0.3182,0.0,0.18,0.82,2017-12-17 16:00:03
@BBCNews,Sun Dec 17 15:53:02 +0000 2017,"RT @BBCSPOTY: Dress rehearsals are under way.

@NoelGallagher 's High Flying Birds are warming up for kicking off tonight's #SPOTY. 

Watch…",BBCNews,0.1531,0.074,0.0,0.926,2017-12-17 15:53:02
@BBCNews,Sun Dec 17 15:53:02 +0000 2017,"RT @BBCSPOTY: Dress rehearsals are under way.

@NoelGallagher 's High Flying Birds are warming up for kicking off tonight's #SPOTY. 

Watch…",BBCNews,0.1531,0.074,0.0,0.926,2017-12-17 15:53:02
@CBSNews,Sun Dec 17 15:51:01 +0000 2017,Sen. James Lankford joined @FaceTheNation to answer questions about the Russia investigation and the GOP tax plan… https://t.co/jy1WPTm3gi,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 15:51:01
@CNN,Sun Dec 17 15:45:12 +0000 2017,A baby born with her heart outside her body has survived three surgeries to insert it back into her chest… https://t.co/MrHTAABsAh,CNN,0.5106,0.148,0.0,0.852,2017-12-17 15:45:12
@nytimes,Sun Dec 17 15:45:06 +0000 2017,He is the fifth member of Congress to step aside in the past 2 weeks as part of the national reckoning over sexual… https://t.co/w7WSZqWs3k,nytimes,0.0,0.0,0.0,1.0,2017-12-17 15:45:06
@BBCNews,Sun Dec 17 15:43:02 +0000 2017,"RT @BBCSport: Well done to this little fella ?

Bradley Lowery, the boy whose bravery touched the hearts of many people, will be honoured a…",BBCNews,0.7152,0.274,0.082,0.644,2017-12-17 15:43:02
@BBCNews,Sun Dec 17 15:43:02 +0000 2017,"RT @BBCSport: Well done to this little fella ?

Bradley Lowery, the boy whose bravery touched the hearts of many people, will be honoured a…",BBCNews,0.7152,0.274,0.082,0.644,2017-12-17 15:43:02
@CNN,Sun Dec 17 15:30:32 +0000 2017,Take a look back at the photos that shaped 2017 https://t.co/FxlEcWRHyZ https://t.co/iE2e4HCytW,CNN,0.0,0.0,0.0,1.0,2017-12-17 15:30:32
@nytimes,Sun Dec 17 15:30:14 +0000 2017,"“I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co/MODkz4CTEr",nytimes,-0.5423,0.0,0.156,0.844,2017-12-17 15:30:14
@nytimes,Sun Dec 17 15:23:14 +0000 2017,"RT @nytvideo: Sequins. Leather. Skates. Our five-video series celebrates dancing around the world, from the asphalt streets of Tokyo to a s…",nytimes,0.5719,0.156,0.0,0.844,2017-12-17 15:23:14
@CBSNews,Sun Dec 17 15:21:01 +0000 2017,Holiday gift ideas from Techno Claus (aka David Pogue) who delivers some gift suggestions for those on your list wh… https://t.co/JcEwdKCDsU,CBSNews,0.8176,0.321,0.0,0.679,2017-12-17 15:21:01
@CNN,Sun Dec 17 15:15:29 +0000 2017,"Rep. Himes: The President is attacking the FBI; “You have to ask yourself, ‘Why?’” If you're convinced you're innoc… https://t.co/t24I443NcJ",CNN,-0.0772,0.114,0.127,0.759,2017-12-17 15:15:29
@nytimes,Sun Dec 17 15:15:06 +0000 2017,Figure out where your taxes are going with our interactive calculator https://t.co/PovzWGL88l,nytimes,0.0,0.0,0.0,1.0,2017-12-17 15:15:06
@BBCNews,Sun Dec 17 15:11:53 +0000 2017,Salford house fire: Vigil held for killed siblings https://t.co/PaNwJAkJFz,BBCNews,-0.7845,0.0,0.496,0.504,2017-12-17 15:11:53
@BBCNews,Sun Dec 17 15:11:53 +0000 2017,Salford house fire: Vigil held for killed siblings https://t.co/PaNwJAkJFz,BBCNews,-0.7845,0.0,0.496,0.504,2017-12-17 15:11:53
@CBSNews,Sun Dec 17 15:01:01 +0000 2017,"As the surprise hit of this holiday season, L.O.L. Surprise has its own surprising backstory. The toy is inspired b… https://t.co/2YfUQLxbOi",CBSNews,0.8916,0.441,0.0,0.559,2017-12-17 15:01:01
@nytimes,Sun Dec 17 15:00:32 +0000 2017,"As the Nigerian military has begun making headway against Boko Haram, people are regaining their social lives, in t… https://t.co/R9djGwNN7Z",nytimes,0.0,0.0,0.0,1.0,2017-12-17 15:00:32
@CNN,Sun Dec 17 15:00:30 +0000 2017,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/IP3AsLYMco",CNN,0.0,0.0,0.0,1.0,2017-12-17 15:00:30
@BBCNews,Sun Dec 17 14:53:27 +0000 2017,"Ban sale of mini mobile phones, justice secretary says https://t.co/5WjySpJJQK",BBCNews,-0.0516,0.227,0.24,0.533,2017-12-17 14:53:27
@BBCNews,Sun Dec 17 14:53:27 +0000 2017,"Ban sale of mini mobile phones, justice secretary says https://t.co/5WjySpJJQK",BBCNews,-0.0516,0.227,0.24,0.533,2017-12-17 14:53:27
@CNN,Sun Dec 17 14:53:00 +0000 2017,Sen.-elect Doug Jones of Alabama doesn’t join the several Senate Democrats calling for President Trump to step down… https://t.co/ISuV4fOE4Z,CNN,0.296,0.109,0.0,0.891,2017-12-17 14:53:00
@CNN,Sun Dec 17 14:47:00 +0000 2017,"Alabama Sen.-elect Doug Jones: ""I'm gonna commit to having a Senate office that reflects the diversity of Alabama.… https://t.co/kwvVAgUrPr",CNN,0.296,0.115,0.0,0.885,2017-12-17 14:47:00
@CNN,Sun Dec 17 14:45:10 +0000 2017,"Prince Harry and Meghan Markle will marry on May 19, 2018, Kensington Palace says https://t.co/jVRSRqwYf6 https://t.co/Cu0RUjhsNq",CNN,0.0,0.0,0.0,1.0,2017-12-17 14:45:10
@nytimes,Sun Dec 17 14:45:09 +0000 2017,Gift ideas under $50 https://t.co/RGv31K9buB https://t.co/3LxQlsJgud,nytimes,0.4404,0.367,0.0,0.633,2017-12-17 14:45:09
@CBSNews,Sun Dec 17 14:41:01 +0000 2017,Sen. Chuck Schumer called on the TSA to formally test bomb-detection devices in New York City transit hubs in wake… https://t.co/rjpI2dagRs,CBSNews,0.0,0.0,0.0,1.0,2017-12-17 14:41:01
@CNN,Sun Dec 17 14:36:00 +0000 2017,Alabama Sen.-elect Doug Jones on if he considers voting with Republicans on certain issues: “Of course I do”… https://t.co/d5sRr3wJkj,CNN,0.2732,0.11,0.0,0.89,2017-12-17 14:36:00
@BBCNews,Sun Dec 17 14:33:46 +0000 2017,Barack Obama prepares for his Today programme interview with Prince Harry https://t.co/yKbNQCu95A,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 14:33:46
@BBCNews,Sun Dec 17 14:33:46 +0000 2017,Barack Obama prepares for his Today programme interview with Prince Harry https://t.co/yKbNQCu95A,BBCNews,0.0,0.0,0.0,1.0,2017-12-17 14:33:46
@nytimes,Sun Dec 17 14:32:04 +0000 2017,"RT @NYTmag: “The list was not long for this world, but maybe it lived long enough to prove its point.” — @jennydeluxe https://t.co/AK2PGf2J…",nytimes,0.0,0.0,0.0,1.0,2017-12-17 14:32:04
@CNN,Sun Dec 17 14:30:20 +0000 2017,The photos that shaped 2017 https://t.co/0gA9dMQ0VS https://t.co/zPpBl2aZy0,CNN,0.0,0.0,0.0,1.0,2017-12-17 14:30:20
@CNN,Sun Dec 17 14:30:06 +0000 2017,"""The war on Christmas is over...it will soon be replaced by the war with North Korea"": Saturday Night Live had a sp… https://t.co/kYFbB6vjO9",CNN,-0.8316,0.0,0.281,0.719,2017-12-17 14:30:06
@CBSNews,Sun Dec 17 14:21:01 +0000 2017,"U.S. Senator Cory Booker (D-NJ) is under increased security after death threat, Newark mayor says… https://t.co/6qnefdJ9Yq",CBSNews,-0.5859,0.189,0.307,0.504,2017-12-17 14:21:01
@CNN,Sun Dec 17 14:20:21 +0000 2017,"Alabama Sen.-elect Doug Jones has a message for Roy Moore: ""It's time to move on. Alabama has spoken."" #CNNSOTU https://t.co/4VLqvsAcFg",CNN,0.0,0.0,0.0,1.0,2017-12-17 14:20:21
@nytimes,Sun Dec 17 14:20:07 +0000 2017,"""I have no idea what I saw. It had no plumes, wings or rotors and outran our F-18s.""

But, he added, ""I want to fly… https://t.co/GM0fKIt5Fx",nytimes,-0.4767,0.047,0.159,0.794,2017-12-17 14:20:07
