news_outlet,tweet_date,tweet_text,username,compound,positive,negative,neutral,date
@FoxNews,Mon Dec 18 02:09:16 +0000 2017,".@KevinJacksonTBS: ""Mueller's stacked the deck against @realDonaldTrump with all these Hillary lovers, anti-Trump p… https://t.co/XyTAq8hobj",FoxNews,0.5267,0.195,0.0,0.805,2017-12-18 02:09:16
@FoxNews,Mon Dec 18 02:09:16 +0000 2017,".@KevinJacksonTBS: ""Mueller's stacked the deck against @realDonaldTrump with all these Hillary lovers, anti-Trump p… https://t.co/XyTAq8hobj",FoxNews,0.5267,0.195,0.0,0.805,2017-12-18 02:09:16
@nytimes,Mon Dec 18 02:07:04 +0000 2017,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/tdzDPb1bUY",nytimes,0.4173,0.134,0.0,0.866,2017-12-18 02:07:04
@nytimes,Mon Dec 18 02:07:04 +0000 2017,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/tdzDPb1bUY",nytimes,0.4173,0.134,0.0,0.866,2017-12-18 02:07:04
@FoxNews,Mon Dec 18 02:04:53 +0000 2017,".@TheWorldsFrates: ""The collusion [narrative] is falling apart on its own."" @NextRevFNC https://t.co/cJIfKdFRKO",FoxNews,-0.1531,0.0,0.127,0.873,2017-12-18 02:04:53
@FoxNews,Mon Dec 18 02:04:53 +0000 2017,".@TheWorldsFrates: ""The collusion [narrative] is falling apart on its own."" @NextRevFNC https://t.co/cJIfKdFRKO",FoxNews,-0.1531,0.0,0.127,0.873,2017-12-18 02:04:53
@FoxNews,Mon Dec 18 02:03:40 +0000 2017,".@KevinJacksonTBS: ""Every piece of information has led to the untenable conclusion that there was no collusion with… https://t.co/cbzwgTjuvf",FoxNews,-0.296,0.0,0.115,0.885,2017-12-18 02:03:40
@FoxNews,Mon Dec 18 02:03:40 +0000 2017,".@KevinJacksonTBS: ""Every piece of information has led to the untenable conclusion that there was no collusion with… https://t.co/cbzwgTjuvf",FoxNews,-0.296,0.0,0.115,0.885,2017-12-18 02:03:40
@FoxNews,Mon Dec 18 02:01:05 +0000 2017,"Trump lawyer Cobb says Mueller 'won't be fired' by Trump, dispelling 'rumor' https://t.co/sjU1nwW8QZ https://t.co/hyVIePhrGN",FoxNews,0.4449,0.184,0.0,0.816,2017-12-18 02:01:05
@FoxNews,Mon Dec 18 02:01:05 +0000 2017,"Trump lawyer Cobb says Mueller 'won't be fired' by Trump, dispelling 'rumor' https://t.co/sjU1nwW8QZ https://t.co/hyVIePhrGN",FoxNews,0.4449,0.184,0.0,0.816,2017-12-18 02:01:05
@CNN,Mon Dec 18 02:00:34 +0000 2017,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/mHGpJsIuDx,CNN,-0.7845,0.0,0.257,0.743,2017-12-18 02:00:34
@CNN,Mon Dec 18 02:00:34 +0000 2017,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/mHGpJsIuDx,CNN,-0.7845,0.0,0.257,0.743,2017-12-18 02:00:34
@CBSNews,Mon Dec 18 01:57:17 +0000 2017,"""Do I need a British accent?"": Former President Barack Obama jokes with Prince Harry before their interview on BBC… https://t.co/Za94o5uI1H",CBSNews,0.25,0.105,0.0,0.895,2017-12-18 01:57:17
@CBSNews,Mon Dec 18 01:57:17 +0000 2017,"""Do I need a British accent?"": Former President Barack Obama jokes with Prince Harry before their interview on BBC… https://t.co/Za94o5uI1H",CBSNews,0.25,0.105,0.0,0.895,2017-12-18 01:57:17
@FoxNews,Mon Dec 18 01:57:16 +0000 2017,".@lauraingle: ""I think about Sharon. I think about her entire family every single Christmas. I think about the life… https://t.co/QcEoDT4XRW",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:57:16
@FoxNews,Mon Dec 18 01:57:16 +0000 2017,".@lauraingle: ""I think about Sharon. I think about her entire family every single Christmas. I think about the life… https://t.co/QcEoDT4XRW",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:57:16
@FoxNews,Mon Dec 18 01:52:00 +0000 2017,".@lauraingle: ""I remember hearing the applause and cheers [for guilty verdict] from very deep in that courthouse.""… https://t.co/UjwvGlm2BH",FoxNews,0.4767,0.249,0.118,0.633,2017-12-18 01:52:00
@FoxNews,Mon Dec 18 01:52:00 +0000 2017,".@lauraingle: ""I remember hearing the applause and cheers [for guilty verdict] from very deep in that courthouse.""… https://t.co/UjwvGlm2BH",FoxNews,0.4767,0.249,0.118,0.633,2017-12-18 01:52:00
@CBSNews,Mon Dec 18 01:50:52 +0000 2017,"NEW: Further evaluation of @SenJohnMcCain's cancer shows he is ""responding positively to ongoing treatment,"" accord… https://t.co/Kuf6Fmgjqn",CBSNews,-0.25,0.156,0.202,0.642,2017-12-18 01:50:52
@CBSNews,Mon Dec 18 01:50:52 +0000 2017,"NEW: Further evaluation of @SenJohnMcCain's cancer shows he is ""responding positively to ongoing treatment,"" accord… https://t.co/Kuf6Fmgjqn",CBSNews,-0.25,0.156,0.202,0.642,2017-12-18 01:50:52
@FoxNews,Mon Dec 18 01:50:32 +0000 2017,RT @lauraingle: One of my many courtroom passes for the #ScottPeterson trial in Redwood City. If U weren’t a  national or local reporter yo…,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:50:32
@FoxNews,Mon Dec 18 01:50:32 +0000 2017,RT @lauraingle: One of my many courtroom passes for the #ScottPeterson trial in Redwood City. If U weren’t a  national or local reporter yo…,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:50:32
@FoxNews,Mon Dec 18 01:50:19 +0000 2017,".@USArmy sergeant killed in Niger attack not captured, despite reports https://t.co/dSdVfaXlUq https://t.co/1R0CRCUqNu",FoxNews,-0.8225,0.0,0.432,0.568,2017-12-18 01:50:19
@FoxNews,Mon Dec 18 01:50:19 +0000 2017,".@USArmy sergeant killed in Niger attack not captured, despite reports https://t.co/dSdVfaXlUq https://t.co/1R0CRCUqNu",FoxNews,-0.8225,0.0,0.432,0.568,2017-12-18 01:50:19
@BBCNews,Mon Dec 18 01:49:35 +0000 2017,Depression: 'I kept my head down to survive the day at work' https://t.co/IhjYNgF80j,BBCNews,-0.5719,0.0,0.236,0.764,2017-12-18 01:49:35
@BBCNews,Mon Dec 18 01:49:35 +0000 2017,Depression: 'I kept my head down to survive the day at work' https://t.co/IhjYNgF80j,BBCNews,-0.5719,0.0,0.236,0.764,2017-12-18 01:49:35
@nytimes,Mon Dec 18 01:48:10 +0000 2017,"John McCain, Fighting Brain Cancer, Likely to Miss Vote on Tax Overhaul https://t.co/2G0SRZwm2F",nytimes,-0.8176,0.0,0.459,0.541,2017-12-18 01:48:10
@nytimes,Mon Dec 18 01:48:10 +0000 2017,"John McCain, Fighting Brain Cancer, Likely to Miss Vote on Tax Overhaul https://t.co/2G0SRZwm2F",nytimes,-0.8176,0.0,0.459,0.541,2017-12-18 01:48:10
@FoxNews,Mon Dec 18 01:45:54 +0000 2017,".@lauraingle: ""[#ScottPeterson] had way too much stuff to be just casually going out of town. That was being prepar… https://t.co/lfiY7PTSsf",FoxNews,0.1779,0.082,0.0,0.918,2017-12-18 01:45:54
@FoxNews,Mon Dec 18 01:45:54 +0000 2017,".@lauraingle: ""[#ScottPeterson] had way too much stuff to be just casually going out of town. That was being prepar… https://t.co/lfiY7PTSsf",FoxNews,0.1779,0.082,0.0,0.918,2017-12-18 01:45:54
@FoxNews,Mon Dec 18 01:42:53 +0000 2017,.@DrDarrinPorcher: Rooting Against Trump Like Boarding a Plane and Hoping It Crashes https://t.co/1QfP94OPKO,FoxNews,0.6486,0.346,0.0,0.654,2017-12-18 01:42:53
@FoxNews,Mon Dec 18 01:42:53 +0000 2017,.@DrDarrinPorcher: Rooting Against Trump Like Boarding a Plane and Hoping It Crashes https://t.co/1QfP94OPKO,FoxNews,0.6486,0.346,0.0,0.654,2017-12-18 01:42:53
@FoxNews,Mon Dec 18 01:41:29 +0000 2017,"Congress's critical week to include final tax vote, avoiding shutdown, key Russia-related testimony https://t.co/LQYsDmpH4g",FoxNews,-0.5719,0.0,0.281,0.719,2017-12-18 01:41:29
@FoxNews,Mon Dec 18 01:41:29 +0000 2017,"Congress's critical week to include final tax vote, avoiding shutdown, key Russia-related testimony https://t.co/LQYsDmpH4g",FoxNews,-0.5719,0.0,0.281,0.719,2017-12-18 01:41:29
@nytimes,Mon Dec 18 01:41:13 +0000 2017,Jerry Richardson Will Sell Carolina Panthers Amid Misconduct Allegations https://t.co/C7ZIZ2nVlj,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:41:13
@nytimes,Mon Dec 18 01:41:13 +0000 2017,Jerry Richardson Will Sell Carolina Panthers Amid Misconduct Allegations https://t.co/C7ZIZ2nVlj,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:41:13
@BBCNews,Mon Dec 18 01:38:59 +0000 2017,Steroid abuse 'raising health risk for thousands' https://t.co/yfVyNqx1Wa,BBCNews,-0.743,0.0,0.512,0.488,2017-12-18 01:38:59
@BBCNews,Mon Dec 18 01:38:59 +0000 2017,Steroid abuse 'raising health risk for thousands' https://t.co/yfVyNqx1Wa,BBCNews,-0.743,0.0,0.512,0.488,2017-12-18 01:38:59
@CBSNews,Mon Dec 18 01:35:01 +0000 2017,An effort to conserve a species has rhinos flying high... and upside down.  https://t.co/O0uBCfJ7KD https://t.co/G9Vzch29C3,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 01:35:01
@CBSNews,Mon Dec 18 01:35:01 +0000 2017,An effort to conserve a species has rhinos flying high... and upside down.  https://t.co/O0uBCfJ7KD https://t.co/G9Vzch29C3,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 01:35:01
@FoxNews,Mon Dec 18 01:34:45 +0000 2017,'I'm Going to Be a Doug Jones Democrat': AL Sen-Elect Calls for 'Common Ground' https://t.co/TmGrt5sA9u,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:34:45
@FoxNews,Mon Dec 18 01:34:45 +0000 2017,'I'm Going to Be a Doug Jones Democrat': AL Sen-Elect Calls for 'Common Ground' https://t.co/TmGrt5sA9u,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:34:45
@nytimes,Mon Dec 18 01:33:57 +0000 2017,Editorial: The Spiraling Diaspora From Puerto Rico https://t.co/Ryz5UAQpHL,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:33:57
@nytimes,Mon Dec 18 01:33:57 +0000 2017,Editorial: The Spiraling Diaspora From Puerto Rico https://t.co/Ryz5UAQpHL,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:33:57
@CNN,Mon Dec 18 01:30:15 +0000 2017,"Is the science and technology seen in the ""Star Wars"" movies even remotely possible? Physicist Don Lincoln takes a… https://t.co/7GiVxaIyDA",CNN,-0.5574,0.0,0.159,0.841,2017-12-18 01:30:15
@CNN,Mon Dec 18 01:30:15 +0000 2017,"Is the science and technology seen in the ""Star Wars"" movies even remotely possible? Physicist Don Lincoln takes a… https://t.co/7GiVxaIyDA",CNN,-0.5574,0.0,0.159,0.841,2017-12-18 01:30:15
@FoxNews,Mon Dec 18 01:27:39 +0000 2017,".@lauraingle: ""You can really see the lies"" in #ScottPeterson interviews. #LaciPeterson https://t.co/9EB5pX4vZM https://t.co/Inm2nSHWjc",FoxNews,-0.4703,0.0,0.203,0.797,2017-12-18 01:27:39
@FoxNews,Mon Dec 18 01:27:39 +0000 2017,".@lauraingle: ""You can really see the lies"" in #ScottPeterson interviews. #LaciPeterson https://t.co/9EB5pX4vZM https://t.co/Inm2nSHWjc",FoxNews,-0.4703,0.0,0.203,0.797,2017-12-18 01:27:39
@CBSNews,Mon Dec 18 01:27:32 +0000 2017,JUST IN: Carolina Panthers team owner Jerry Richardson will put the team up for sale amid allegations of misconduct… https://t.co/Sop670YDo7,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 01:27:32
@CBSNews,Mon Dec 18 01:27:32 +0000 2017,JUST IN: Carolina Panthers team owner Jerry Richardson will put the team up for sale amid allegations of misconduct… https://t.co/Sop670YDo7,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 01:27:32
@nytimes,Mon Dec 18 01:25:06 +0000 2017,"From secret baby to warrior to general, how Princess Leia became one of the most iconic characters in ""Star Wars""… https://t.co/P6aH8eBSYq",nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:25:06
@nytimes,Mon Dec 18 01:25:06 +0000 2017,"From secret baby to warrior to general, how Princess Leia became one of the most iconic characters in ""Star Wars""… https://t.co/P6aH8eBSYq",nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:25:06
@FoxNews,Mon Dec 18 01:21:12 +0000 2017,"In an interview today, @BernieSanders called the GOP tax reform plan ""grossly unfair."" https://t.co/Owdlp0v26B",FoxNews,-0.2263,0.0,0.128,0.872,2017-12-18 01:21:12
@FoxNews,Mon Dec 18 01:21:12 +0000 2017,"In an interview today, @BernieSanders called the GOP tax reform plan ""grossly unfair."" https://t.co/Owdlp0v26B",FoxNews,-0.2263,0.0,0.128,0.872,2017-12-18 01:21:12
@nytimes,Mon Dec 18 01:21:04 +0000 2017,E.P.A. Employees Spoke Out. Then Came Scrutiny of Their Email. https://t.co/yvzuktZZIS,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:21:04
@nytimes,Mon Dec 18 01:21:04 +0000 2017,E.P.A. Employees Spoke Out. Then Came Scrutiny of Their Email. https://t.co/yvzuktZZIS,nytimes,0.0,0.0,0.0,1.0,2017-12-18 01:21:04
@FoxNews,Mon Dec 18 01:19:41 +0000 2017,"Dog survives plane crash in Indiana that kills 3 people, 2nd canine https://t.co/3XwcfGmcmZ",FoxNews,-0.7351,0.0,0.383,0.617,2017-12-18 01:19:41
@FoxNews,Mon Dec 18 01:19:41 +0000 2017,"Dog survives plane crash in Indiana that kills 3 people, 2nd canine https://t.co/3XwcfGmcmZ",FoxNews,-0.7351,0.0,0.383,0.617,2017-12-18 01:19:41
@FoxNews,Mon Dec 18 01:16:30 +0000 2017,RT @lauraingle: The #LaciPeterson case captured the attention of the nation 15 years ago. Watching our @FoxNews special now - here are some…,FoxNews,0.4019,0.114,0.0,0.886,2017-12-18 01:16:30
@FoxNews,Mon Dec 18 01:16:30 +0000 2017,RT @lauraingle: The #LaciPeterson case captured the attention of the nation 15 years ago. Watching our @FoxNews special now - here are some…,FoxNews,0.4019,0.114,0.0,0.886,2017-12-18 01:16:30
@CBSNews,Mon Dec 18 01:15:01 +0000 2017,"Christian Picciolini spent eight years in the white supremacist movement, now he's trying to stop it… https://t.co/oFfoKdErvS",CBSNews,-0.1779,0.08,0.118,0.802,2017-12-18 01:15:01
@CBSNews,Mon Dec 18 01:15:01 +0000 2017,"Christian Picciolini spent eight years in the white supremacist movement, now he's trying to stop it… https://t.co/oFfoKdErvS",CBSNews,-0.1779,0.08,0.118,0.802,2017-12-18 01:15:01
@FoxNews,Mon Dec 18 01:12:32 +0000 2017,"On ""Fox Report,"" NYPD Commissioner @NYPDONeill talked to @RickLeventhal about the police force's intense preparatio… https://t.co/DehAmd3LT5",FoxNews,0.0772,0.08,0.0,0.92,2017-12-18 01:12:32
@nytimes,Mon Dec 18 01:10:03 +0000 2017,"Your fish is probably bored. Here's how to keep it from falling into depression. https://t.co/7BxqJNP3E9

This was… https://t.co/SP7HIe5H7z",nytimes,-0.7506,0.0,0.33,0.67,2017-12-18 01:10:03
@nytimes,Mon Dec 18 01:10:03 +0000 2017,"Your fish is probably bored. Here's how to keep it from falling into depression. https://t.co/7BxqJNP3E9

This was… https://t.co/SP7HIe5H7z",nytimes,-0.7506,0.0,0.33,0.67,2017-12-18 01:10:03
@FoxNews,Mon Dec 18 01:09:16 +0000 2017,".@lauraingle on #ScottPeterson: ""None of it felt right. None of it felt like this was a man who's being truthful.""… https://t.co/0jFr5crcCU",FoxNews,0.3612,0.116,0.0,0.884,2017-12-18 01:09:16
@FoxNews,Mon Dec 18 01:05:58 +0000 2017,"Gene Simmons of Kiss faces lawsuit over groping, misconduct allegations https://t.co/uzTn1AYRsG",FoxNews,0.2263,0.204,0.139,0.657,2017-12-18 01:05:58
@FoxNews,Mon Dec 18 01:04:58 +0000 2017,RT @lauraingle: The special starts now https://t.co/ISTk6z6yri,FoxNews,0.4019,0.31,0.0,0.69,2017-12-18 01:04:58
@CNN,Mon Dec 18 01:03:34 +0000 2017,The stars are out to honor every day people determined to change the world. #CNNHeroes starts now https://t.co/FelsphRDiy,CNN,0.6808,0.259,0.0,0.741,2017-12-18 01:03:34
@CNN,Mon Dec 18 01:03:34 +0000 2017,The stars are out to honor every day people determined to change the world. #CNNHeroes starts now https://t.co/FelsphRDiy,CNN,0.6808,0.259,0.0,0.741,2017-12-18 01:03:34
@FoxNews,Mon Dec 18 01:00:34 +0000 2017,"RT @lauraingle: Scott Peterson: 15 years later, a look back at a case that gripped a nation https://t.co/nTJRrmrUgB #FoxNews",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:00:34
@FoxNews,Mon Dec 18 01:00:19 +0000 2017,.@RabbiEckstein: On #Hanukkah and #Christmas let's remember how the Bible brings Jews and Christians together https://t.co/27gVehGO4O,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 01:00:19
@CNN,Mon Dec 18 01:00:06 +0000 2017,"Half of voters want Democrats to control Congress, poll shows https://t.co/woNu2Lh2g6 https://t.co/V1cCGOFAXZ",CNN,0.0772,0.106,0.0,0.894,2017-12-18 01:00:06
@CNN,Mon Dec 18 01:00:06 +0000 2017,"Half of voters want Democrats to control Congress, poll shows https://t.co/woNu2Lh2g6 https://t.co/V1cCGOFAXZ",CNN,0.0772,0.106,0.0,0.894,2017-12-18 01:00:06
@FoxNews,Mon Dec 18 01:00:03 +0000 2017,"RIGHT NOW: Fox News looks back at the murder case that gripped the nation. Tune in to ""Interview With a Monster: Th… https://t.co/BpYhzgR8QF",FoxNews,-0.6908,0.0,0.183,0.817,2017-12-18 01:00:03
@CBSNews,Mon Dec 18 00:58:58 +0000 2017,A @60Minutes/@WashingtonPost joint investigation into the DEA's response to the opioid epidemic again finds investi… https://t.co/1gc7cBUABs,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:58:58
@CBSNews,Mon Dec 18 00:58:58 +0000 2017,A @60Minutes/@WashingtonPost joint investigation into the DEA's response to the opioid epidemic again finds investi… https://t.co/1gc7cBUABs,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:58:58
@CNN,Mon Dec 18 00:54:22 +0000 2017,RT @CNNHeroes: CNN Heroes An All-Star Tribute kicks off LIVE at 8p ET on CNN with hosts @andersoncooper &amp; @KellyRipa #CNNHeroes https://t.c…,CNN,0.5106,0.136,0.0,0.864,2017-12-18 00:54:22
@CNN,Mon Dec 18 00:54:22 +0000 2017,RT @CNNHeroes: CNN Heroes An All-Star Tribute kicks off LIVE at 8p ET on CNN with hosts @andersoncooper &amp; @KellyRipa #CNNHeroes https://t.c…,CNN,0.5106,0.136,0.0,0.864,2017-12-18 00:54:22
@FoxNews,Mon Dec 18 00:54:02 +0000 2017,"OPINION: Ending net neutrality will save the internet, not destroy it https://t.co/5mbxdpCeA2",FoxNews,0.7227,0.377,0.0,0.623,2017-12-18 00:54:02
@nytimes,Mon Dec 18 00:51:48 +0000 2017,Across the country many brides and grooms are forgoing tradition by appointing mixed-gender wedding parties https://t.co/i9SWqiQSIp,nytimes,0.4019,0.153,0.0,0.847,2017-12-18 00:51:48
@nytimes,Mon Dec 18 00:51:48 +0000 2017,Across the country many brides and grooms are forgoing tradition by appointing mixed-gender wedding parties https://t.co/i9SWqiQSIp,nytimes,0.4019,0.153,0.0,0.847,2017-12-18 00:51:48
@FoxNews,Mon Dec 18 00:50:10 +0000 2017,"Weinstein brothers stopped Mira Sorvino from being cast in 'Bad Santa,' director says https://t.co/H6pes6SF9Q",FoxNews,-0.6597,0.0,0.31,0.69,2017-12-18 00:50:10
@FoxNews,Mon Dec 18 00:46:29 +0000 2017,Atlanta airport power expected to be restored by 12a ET; @Claire_FOX5 has the latest. #atlairport… https://t.co/0s6C0jxP9Z,FoxNews,0.34,0.138,0.0,0.862,2017-12-18 00:46:29
@FoxNews,Mon Dec 18 00:45:16 +0000 2017,RT @EricShawnTV: Tonight @POTUS @realDonaldTrump said he is not considering firing #RobertMueller. The Congressional investigation moves Tu…,FoxNews,0.2584,0.113,0.0,0.887,2017-12-18 00:45:16
@FoxNews,Mon Dec 18 00:44:05 +0000 2017,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/vpJSRZUzIS,FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:44:05
@FoxNews,Mon Dec 18 00:41:41 +0000 2017,".@POTUS: “I did speak to Cindy McCain, and I wished her well, I wished John well. They’ve headed back, but I unders… https://t.co/8upzAkOYXx",FoxNews,0.2732,0.147,0.0,0.853,2017-12-18 00:41:41
@FoxNews,Mon Dec 18 00:39:05 +0000 2017,"COMING UP: Fox News looks back at the murder case that gripped the nation. Tune in to ""Interview With a Monster: Th… https://t.co/k6C35JqcjP",FoxNews,-0.6908,0.0,0.183,0.817,2017-12-18 00:39:05
@FoxNews,Mon Dec 18 00:37:14 +0000 2017,"Texas man admits to beheading wife in front of children, storing head in freezer https://t.co/Ur3kHCUAT4",FoxNews,0.296,0.136,0.0,0.864,2017-12-18 00:37:14
@CBSNews,Mon Dec 18 00:33:05 +0000 2017,"Soyuz takes off for station, SpaceX cargo ship captured https://t.co/av3MovJVks https://t.co/AnISOWl3VN",CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:33:05
@CBSNews,Mon Dec 18 00:33:05 +0000 2017,"Soyuz takes off for station, SpaceX cargo ship captured https://t.co/av3MovJVks https://t.co/AnISOWl3VN",CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:33:05
@nytimes,Mon Dec 18 00:32:00 +0000 2017,Encounters: Anna Chlumsky of ‘Veep’ Sniffs Around Bleecker Street for Gifts https://t.co/tw7Cdl0gUN,nytimes,0.0,0.0,0.0,1.0,2017-12-18 00:32:00
@nytimes,Mon Dec 18 00:32:00 +0000 2017,Encounters: Anna Chlumsky of ‘Veep’ Sniffs Around Bleecker Street for Gifts https://t.co/tw7Cdl0gUN,nytimes,0.0,0.0,0.0,1.0,2017-12-18 00:32:00
@CNN,Mon Dec 18 00:30:15 +0000 2017,Travelers stranded on planes on the tarmac for hours. Darkness in the terminal. Passengers guiding their cautious s… https://t.co/JpjRjV5eP5,CNN,-0.34,0.0,0.167,0.833,2017-12-18 00:30:15
@CNN,Mon Dec 18 00:30:15 +0000 2017,Travelers stranded on planes on the tarmac for hours. Darkness in the terminal. Passengers guiding their cautious s… https://t.co/JpjRjV5eP5,CNN,-0.34,0.0,0.167,0.833,2017-12-18 00:30:15
@nytimes,Mon Dec 18 00:23:47 +0000 2017,"Doctors have found a new way to treat heart arrhythmias leading to sudden death, a leading killer in the U.S. https://t.co/4fE8f2wiJx",nytimes,-0.7579,0.1,0.305,0.595,2017-12-18 00:23:47
@nytimes,Mon Dec 18 00:23:47 +0000 2017,"Doctors have found a new way to treat heart arrhythmias leading to sudden death, a leading killer in the U.S. https://t.co/4fE8f2wiJx",nytimes,-0.7579,0.1,0.305,0.595,2017-12-18 00:23:47
@FoxNews,Mon Dec 18 00:19:43 +0000 2017,"""We've been working on this since January 2, 2017.""

WATCH: @RickLeventhal talks #NYE2018 with NYPD Commissioner… https://t.co/C4bfVzAfJA",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:19:43
@CBSNews,Mon Dec 18 00:18:08 +0000 2017,"Woman mauled to death by her dogs while on a walk, police say https://t.co/tnAlzWpWCN https://t.co/mvexJOe02B",CBSNews,-0.5994,0.0,0.231,0.769,2017-12-18 00:18:08
@CBSNews,Mon Dec 18 00:18:08 +0000 2017,"Woman mauled to death by her dogs while on a walk, police say https://t.co/tnAlzWpWCN https://t.co/mvexJOe02B",CBSNews,-0.5994,0.0,0.231,0.769,2017-12-18 00:18:08
@CBSNews,Mon Dec 18 00:15:01 +0000 2017,"A team of veterinarians, pilots and game capture specialists are trying a solution to help the critically endangere… https://t.co/QIXoVM8shL",CBSNews,0.6124,0.25,0.0,0.75,2017-12-18 00:15:01
@CBSNews,Mon Dec 18 00:15:01 +0000 2017,"A team of veterinarians, pilots and game capture specialists are trying a solution to help the critically endangere… https://t.co/QIXoVM8shL",CBSNews,0.6124,0.25,0.0,0.75,2017-12-18 00:15:01
@FoxNews,Mon Dec 18 00:12:53 +0000 2017,".@NYPDONeill on #NYE2018: ""There's going to be thousands of NYPD officers, not just in Times Square, but all around… https://t.co/O5CPS9fNm2",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:12:53
@FoxNews,Mon Dec 18 00:10:42 +0000 2017,".@NYPDONeill: ""We don't miss much... [Monitoring threats] is something we do 24 hours a day, 7 days a week."" https://t.co/YqSa6TS3jK",FoxNews,0.1139,0.083,0.0,0.917,2017-12-18 00:10:42
@FoxNews,Mon Dec 18 00:09:50 +0000 2017,".@NYPDONeill: ""We constantly monitor the threatstream."" https://t.co/SQgx3SGFKG",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:09:50
@FoxNews,Mon Dec 18 00:09:50 +0000 2017,".@NYPDONeill: ""We constantly monitor the threatstream."" https://t.co/SQgx3SGFKG",FoxNews,0.0,0.0,0.0,1.0,2017-12-18 00:09:50
@FoxNews,Mon Dec 18 00:08:59 +0000 2017,".@NYPDONeill: ""We all have to pay attention in this city and in this nation to what's going on."" https://t.co/IFE6QBt69t",FoxNews,-0.1027,0.0,0.072,0.928,2017-12-18 00:08:59
@nytimes,Mon Dec 18 00:07:33 +0000 2017,Op-Ed Contributor: Can the International Criminal Court Be Saved From Itself? https://t.co/h8bnGeESde,nytimes,-0.1531,0.173,0.21,0.617,2017-12-18 00:07:33
@nytimes,Mon Dec 18 00:07:33 +0000 2017,Op-Ed Contributor: Can the International Criminal Court Be Saved From Itself? https://t.co/h8bnGeESde,nytimes,-0.1531,0.173,0.21,0.617,2017-12-18 00:07:33
@FoxNews,Mon Dec 18 00:03:26 +0000 2017,"'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy'
https://t.co/SJkP7EtHEi",FoxNews,-0.6597,0.0,0.306,0.694,2017-12-18 00:03:26
@CBSNews,Mon Dec 18 00:03:07 +0000 2017,GOP tax bill: How the new tax plan will affect you https://t.co/gBYL8bcSsN https://t.co/chd1QHXGdp,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:03:07
@CBSNews,Mon Dec 18 00:03:07 +0000 2017,GOP tax bill: How the new tax plan will affect you https://t.co/gBYL8bcSsN https://t.co/chd1QHXGdp,CBSNews,0.0,0.0,0.0,1.0,2017-12-18 00:03:07
@CNN,Mon Dec 18 00:00:37 +0000 2017,The photos that shaped 2017 https://t.co/1bMbdVpGSQ https://t.co/4MUzj8M25X,CNN,0.0,0.0,0.0,1.0,2017-12-18 00:00:37
@CNN,Mon Dec 18 00:00:37 +0000 2017,The photos that shaped 2017 https://t.co/1bMbdVpGSQ https://t.co/4MUzj8M25X,CNN,0.0,0.0,0.0,1.0,2017-12-18 00:00:37
@CBSNews,Mon Dec 18 00:00:12 +0000 2017,"More than 300 passengers fall ill on Royal Caribbean cruise, company says https://t.co/MpQrAE5U96 https://t.co/fFTSCGB6ed",CBSNews,-0.4215,0.0,0.177,0.823,2017-12-18 00:00:12
@CBSNews,Mon Dec 18 00:00:12 +0000 2017,"More than 300 passengers fall ill on Royal Caribbean cruise, company says https://t.co/MpQrAE5U96 https://t.co/fFTSCGB6ed",CBSNews,-0.4215,0.0,0.177,0.823,2017-12-18 00:00:12
